
  construction Description: Metal/Masonry  ,  constructionCode: 2
  construction Description: wood stud / brick veneer  ,  constructionCode: 1
  construction Description: Concrete block  cement floor  ,  constructionCode: 1
  construction Description: wood frame concrete block brick exterior  ,  constructionCode: 1
  construction Description: Concrete block flat roof. Former auto repair  ,  constructionCode: 1
  construction Description: concrete slab/brick  ,  constructionCode: 1
  construction Description: wood frame / brick exterior  ,  constructionCode: 1
  construction Description: concrete block & stucco  ,  constructionCode: 1
  construction Description: concrete block vinyl façade  ,  constructionCode: 1
  construction Description: concrete block  no basement  ,  constructionCode: 1
  construction Description: concrete block brick exterior former gas station  ,  constructionCode: 1
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 1
  construction Description: Cinderblock  Tin & Brick  ,  constructionCode: 1
  construction Description: Steel / Brick  ,  constructionCode: 1
  construction Description: Exterior Concrete Block  ,  constructionCode: 1
  construction Description: Reinforce concrete  steel frame  brick veneer  ,  constructionCode: 1
  construction Description: Grid iron structured steel  brick veneer  ,  constructionCode: 1
  construction Description: Concrete structure  ,  constructionCode: 1
  construction Description: concrete  steel  ,  constructionCode: 1
  construction Description: Concrete block/ Glass  ,  constructionCode: 1
  construction Description: Concrete / Brick / Iron curtains  ,  constructionCode: 1
  construction Description: Concrete  steel rack  couplers  ,  constructionCode: 1
  construction Description: Concrete Steel  ,  constructionCode: 1
  construction Description: Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete  Steel rack couplers  ,  constructionCode: 1
  construction Description: Concrete & Steel Frame  ,  constructionCode: 1
  construction Description: CBS Concrete Reinforced Block & Stucco  ,  constructionCode: 1
  construction Description: Steel Concrete Block  ,  constructionCode: 1
  construction Description: precast Concrete Slabs / Brick Veneer 7 metal Trim  ,  constructionCode: 1
  construction Description: Concrete  / post tension cables  ,  constructionCode: 1
  construction Description: wood studs brick  ,  constructionCode: 1
  construction Description: Frame  ,  constructionCode: 1
  construction Description: Wood frame/stucco exterior  ,  constructionCode: 1
  construction Description: frame  ,  constructionCode: 1
  construction Description: Metal Frame  ,  constructionCode: 1
  construction Description: Concrete & Frame  ,  constructionCode: 1
  construction Description: Wood Frame/
Masonry  ,  constructionCode: 1
  construction Description: Tilt 1&2/
Wood Frame 3rd  ,  constructionCode: 1
  construction Description: Frame = 1  ,  constructionCode: 1
  construction Description: wood frame siding ext.  ,  constructionCode: 1
  construction Description: wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame slab  ,  constructionCode: 1
  construction Description: wood frame brick  ,  constructionCode: 1
  construction Description: wood brick  ,  constructionCode: 1
  construction Description: Wood Frame brick veneer  ,  constructionCode: 1
  construction Description: block wood frame  ,  constructionCode: 1
  construction Description: Wood frame brick exterior  ,  constructionCode: 1
  construction Description: wood frame steel joist  ,  constructionCode: 1
  construction Description: stucco wood frame  ,  constructionCode: 1
  construction Description: brick wood frame  ,  constructionCode: 1
  construction Description: Wood  ,  constructionCode: 1
  construction Description: Wood frame / sprinklers  ,  constructionCode: 1
  construction Description: Wood frame  concrete  ,  constructionCode: 1
  construction Description: wood frame & siding  ,  constructionCode: 1
  construction Description: wood frame & stucco  ,  constructionCode: 1
  construction Description: wood frame  gable roof  ,  constructionCode: 1
  construction Description: wood cement  ,  constructionCode: 1
  construction Description: stone wood frame  ,  constructionCode: 1
  construction Description: wood frame joist/beam  ,  constructionCode: 1
  construction Description: wood & steel frame  ,  constructionCode: 1
  construction Description: stucco ext wood frame  ,  constructionCode: 1
  construction Description: Wood frame joist  ,  constructionCode: 1
  construction Description: Wood frame brick ext  ,  constructionCode: 1
  construction Description: Wood frame  masonry brick  ,  constructionCode: 1
  construction Description: wood frame siding  ,  constructionCode: 1
  construction Description: Steel Frame  ,  constructionCode: 1
  construction Description: Wood Frame
EFIS Masonry  ,  constructionCode: 1
  construction Description: #1 Wood Frame  ,  constructionCode: 1
  construction Description: Wood Frame  ,  constructionCode: 1
  construction Description: Wood Frame/
Masonry  ,  constructionCode: 1
  construction Description: Tilt 1&2/
Wood Frame 3rd  ,  constructionCode: 1
  construction Description: wood frame siding ext.  ,  constructionCode: 1
  construction Description: Wood frame  ,  constructionCode: 1
  construction Description: wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame slab  ,  constructionCode: 1
  construction Description: wood frame brick  ,  constructionCode: 1
  construction Description: Wood Frame brick veneer  ,  constructionCode: 1
  construction Description: Wood frame brick exterior  ,  constructionCode: 1
  construction Description: wood frame steel joist  ,  constructionCode: 1
  construction Description: Wood frame / sprinklers  ,  constructionCode: 1
  construction Description: Wood frame  concrete  ,  constructionCode: 1
  construction Description: wood frame / brick exterior  ,  constructionCode: 1
  construction Description: wood frame shingle roof  ,  constructionCode: 1
  construction Description: Wood frame joist  ,  constructionCode: 1
  construction Description: Wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame / siding exteior  ,  constructionCode: 1
  construction Description: frame / siding  ,  constructionCode: 1
  construction Description: wood frame siding  ,  constructionCode: 1
  construction Description: Common brick metal siding  ,  constructionCode: 1
  construction Description: Concrete/Metal Panel Siding  ,  constructionCode: 1
  construction Description: Common brick Metal Siding  ,  constructionCode: 1
  construction Description: Metal frame building  ,  constructionCode: 1
  construction Description: Steel frame siding  ,  constructionCode: 1
  construction Description: Wood Frame
EFIS Masonry  ,  constructionCode: 1
  construction Description: tilt wall  ,  constructionCode: 3
  construction Description: #3 Steel & Frame  ,  constructionCode: 3
  construction Description: Steel Clad  ,  constructionCode: 3
  construction Description: #1 Steel Beam  ,  constructionCode: 3
  construction Description: #2 Steel Beam  ,  constructionCode: 3
